------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
  Bin Id                                       Marker lineage            # genomes   # markers   # marker sets    0     1     2    3    4   5+   Completeness   Contamination   Strain heterogeneity  
------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
  platen_megahit_metabat_bin-7824             root (UID1)                 5656         56            24         0     0     47   8    1    0       100.00          127.69             45.45          
  platen_megahit_metabat_bin-5980        k__Bacteria (UID2569)            434         277           185         0    275    2    0    0    0       100.00           0.81              50.00          
  platen_megahit_metabat_bin-8787      p__Cyanobacteria (UID2143)         129         472           368         2    467    3    0    0    0       99.70            0.68               0.00          
  platen_megahit_metabat_bin-0471        k__Bacteria (UID3060)            138         337           245         1    327    9    0    0    0       99.59            3.27              33.33          
  platen_megahit_metabat_bin-6915        k__Bacteria (UID2569)            434         277           185         2    275    0    0    0    0       99.46            0.00               0.00          
  platen_megahit_metabat_bin-9567   c__Betaproteobacteria (UID3888)       323         387           234         2    377    8    0    0    0       99.43            2.78               0.00          
  platen_megahit_metabat_bin-8658   c__Betaproteobacteria (UID3971)       223         425           211         2    416    7    0    0    0       99.37            1.63              28.57          
  platen_megahit_metabat_bin-9060   c__Deltaproteobacteria (UID3216)       83         246           155         1    240    5    0    0    0       99.35            1.36               0.00          
  platen_megahit_metabat_bin-7664        k__Bacteria (UID2569)            434         278           186         2    272    4    0    0    0       99.35            2.15              100.00         
  platen_megahit_metabat_bin-8918        k__Bacteria (UID2982)             88         230           148         1    218    10   1    0    0       99.32            6.55               0.00          
  platen_megahit_metabat_bin-8989      p__Bacteroidetes (UID2605)         350         316           210         2    313    1    0    0    0       99.05            0.16               0.00          
  platen_megahit_metabat_bin-7413        k__Bacteria (UID2569)            434         278           186         3    266    8    1    0    0       98.91            5.38              54.55          
  platen_megahit_metabat_bin-2069        k__Bacteria (UID2495)            2993        140            85         1    139    0    0    0    0       98.82            0.00               0.00          
  platen_megahit_metabat_bin-6395        k__Bacteria (UID2570)            433         272           182         6    214    52   0    0    0       98.75           21.07              59.62          
  platen_megahit_metabat_bin-3029      p__Bacteroidetes (UID2605)         350         316           210         4    302    10   0    0    0       98.73            3.65              20.00          
  platen_megahit_metabat_bin-3918        k__Bacteria (UID2570)            433         272           182         3    251    18   0    0    0       98.63            4.01              77.78          
  platen_megahit_metabat_bin-5302        k__Bacteria (UID2982)             88         230           148         3    220    7    0    0    0       98.62            4.05              28.57          
  platen_megahit_metabat_bin-3271        k__Bacteria (UID2569)            434         278           186         11   243    24   0    0    0       98.48            7.11               4.17          
  platen_megahit_metabat_bin-4894         k__Bacteria (UID203)            5449        104            58         1     85    18   0    0    0       98.28            2.82               5.56          
  platen_megahit_metabat_bin-4755         k__Bacteria (UID203)            5449        104            58         1     67    34   1    0    1       98.28           46.87              28.85          
  platen_megahit_metabat_bin-3954         k__Bacteria (UID203)            5449        104            58         1     37    58   7    1    0       98.28           82.52              22.35          
  platen_megahit_metabat_bin-6840        k__Bacteria (UID3187)            2258        185           114         2    177    6    0    0    0       98.25            4.00              50.00          
  platen_megahit_metabat_bin-5719         k__Bacteria (UID203)            5449        101            57         1     2     18   53   20   7       98.25           194.67             22.04          
  platen_megahit_metabat_bin-1289        k__Bacteria (UID1452)            924         163           110         2    155    6    0    0    0       98.18            4.73               0.00          
  platen_megahit_metabat_bin-3854        k__Bacteria (UID2982)             88         230           148         3    223    4    0    0    0       97.97            1.52              25.00          
  platen_megahit_metabat_bin-8507        k__Bacteria (UID2982)             88         229           147         3    220    5    1    0    0       97.96            3.46              25.00          
  platen_megahit_metabat_bin-2404    o__Rhodospirillales (UID3754)         63         336           201         8    316    11   1    0    0       97.89            3.24              28.57          
  platen_megahit_metabat_bin-0406        k__Bacteria (UID2569)            434         278           186         6    264    8    0    0    0       97.85            4.30              25.00          
  platen_megahit_metabat_bin-8612     p__Proteobacteria (UID3887)         1487        259           162         8    237    14   0    0    0       97.84            5.51              71.43          
  platen_megahit_metabat_bin-7639     p__Proteobacteria (UID3887)         1487        259           162         4    246    9    0    0    0       97.84            3.22              66.67          
  platen_megahit_metabat_bin-0879        k__Bacteria (UID2495)            2993        147            91         2    143    2    0    0    0       97.80            2.20               0.00          
  platen_megahit_metabat_bin-9507      p__Bacteroidetes (UID2591)         364         302           203         5    292    5    0    0    0       97.78            2.22              60.00          
  platen_megahit_metabat_bin-3066      p__Bacteroidetes (UID2591)         364         303           203         30   273    0    0    0    0       97.77            0.00               0.00          
  platen_megahit_metabat_bin-9146        k__Bacteria (UID2982)             88         230           148         4    224    2    0    0    0       97.75            1.35              50.00          
  platen_megahit_metabat_bin-3864        k__Bacteria (UID2565)            2921        143            88         2    137    4    0    0    0       97.73            3.41              75.00          
  platen_megahit_metabat_bin-2206         k__Bacteria (UID203)            5449        104            58         11    28    39   24   2    0       97.57           129.13             43.90          
  platen_megahit_metabat_bin-3976      p__Bacteroidetes (UID2605)         350         316           210         6    302    8    0    0    0       97.38            2.78              75.00          
  platen_megahit_metabat_bin-6043        k__Bacteria (UID2982)             88         230           148         4    216    9    1    0    0       97.30            6.76              50.00          
  platen_megahit_metabat_bin-5146        k__Bacteria (UID2570)            433         273           183         5    259    9    0    0    0       97.27            2.49              11.11          
  platen_megahit_metabat_bin-9190      o__Rickettsiales (UID3809)          83         324           211         6    314    3    1    0    0       97.16            2.13               0.00          
  platen_megahit_metabat_bin-8240        k__Bacteria (UID2570)            433         272           182         16   249    7    0    0    0       97.07            1.84              57.14          
  platen_megahit_metabat_bin-9432    f__Flavobacteriaceae (UID2817)        81         511           283         52   228   210   21   0    0       97.03           53.91              20.15          
  platen_megahit_metabat_bin-8263   c__Gammaproteobacteria (UID4274)      112         575           289         13   487    68   7    0    0       97.03           14.29              46.07          
  platen_megahit_metabat_bin-3372        k__Bacteria (UID2569)            434         278           186         9    256    11   2    0    0       97.01            6.50               0.00          
  platen_megahit_metabat_bin-3577   c__Gammaproteobacteria (UID4274)      112         580           289         13   542    25   0    0    0       96.99            4.88              68.00          
  platen_megahit_metabat_bin-4487         k__Bacteria (UID203)            5449        103            57         5     74    21   2    1    0       96.89           15.70              42.42          
  platen_megahit_metabat_bin-0474        k__Bacteria (UID2569)            434         278           186         12   262    4    0    0    0       96.76            1.34              25.00          
  platen_megahit_metabat_bin-9771   c__Gammaproteobacteria (UID4202)       67         481           276         29   443    9    0    0    0       96.74            1.04               0.00          
  platen_megahit_metabat_bin-5913        k__Bacteria (UID2982)             88         230           148         5    214    11   0    0    0       96.62            6.10              90.91          
  platen_megahit_metabat_bin-6975        k__Bacteria (UID2495)            2993        147            91         4    143    0    0    0    0       96.60            0.00               0.00          
  platen_megahit_metabat_bin-5404        k__Bacteria (UID2495)            2993        147            91         5    137    5    0    0    0       96.60            3.50              20.00          
  platen_megahit_metabat_bin-1948         k__Bacteria (UID203)            5449        104            58         4     30    32   20   13   5       96.55           177.74             24.00          
  platen_megahit_metabat_bin-1421         k__Bacteria (UID203)            5449        104            58         2     68    31   3    0    0       96.55           23.51              17.50          
  platen_megahit_metabat_bin-5773         k__Bacteria (UID203)            5449        103            57         2     24    68   9    0    0       96.49           81.52              35.79          
  platen_megahit_metabat_bin-8267    o__Rhodospirillales (UID3754)         63         336           201         11   303    21   1    0    0       96.44            5.35              45.83          
  platen_megahit_metabat_bin-3962        k__Bacteria (UID3187)            2258        190           119         6    178    6    0    0    0       96.43            3.92              33.33          
  platen_megahit_metabat_bin-8517        k__Bacteria (UID2982)             88         230           148         9    212    9    0    0    0       96.37            4.53              22.22          
  platen_megahit_metabat_bin-0312      p__Bacteroidetes (UID2591)         364         303           203         15   264    23   1    0    0       96.33            7.97              26.92          
  platen_megahit_metabat_bin-3348     p__Proteobacteria (UID3887)         1487        259           162         26   227    6    0    0    0       96.30            3.09               0.00          
  platen_megahit_metabat_bin-5504     f__Rhodocyclaceae (UID3972)          30         540           241         13   520    7    0    0    0       96.29            0.85              42.86          
  platen_megahit_metabat_bin-6621     o__Actinomycetales (UID1815)        120         572           265         25   532    15   0    0    0       96.29            2.36              66.67          
