,length,nb_contigs,nb_proteins,coding_density,GC,completeness,contamination,taxo:checkm,strain_heterogeneity
Orbro_3_megahit_metabat_bin-4626,31963,14,37,0.7970465851140381,0.627506804742984,0.0,0.0,root,0.0
Orbro_3_megahit_metabat_bin-3375,94074,39,109,0.7955864532176797,0.5404043625231201,11.92,0.93,k__Archaea,0.0
Orbro_3_megahit_metabat_bin-3740,25953,12,21,0.6386544908103109,0.38808615574307403,0.0,0.0,root,0.0
Orbro_3_megahit_metabat_bin-0723,163466,37,163,0.8397709615455202,0.3802319748449219,0.0,0.0,root,0.0
Orbro_3_megahit_metabat_bin-3021,42351,10,31,0.708578309839201,0.47564402257325683,0.0,0.0,root,0.0
Orbro_3_megahit_metabat_bin-2688,36488,3,57,0.9124643718482789,0.575367244025433,0.0,0.0,root,0.0
Orbro_3_megahit_metabat_bin-3170,25278,3,20,0.8425112746261572,0.47444418071049926,0.0,0.0,root,0.0
Orbro_3_megahit_metabat_bin-1222,27737,11,31,0.7668457295309514,0.451022100443451,0.0,0.0,root,0.0
Orbro_3_megahit_metabat_bin-2619,22705,4,34,0.7967408059898701,0.4797181237612861,0.0,0.0,root,0.0
Orbro_3_megahit_metabat_bin-3144,12411,2,19,0.73821609862219,0.5292079606800419,0.0,0.0,root,0.0
Orbro_3_megahit_metabat_bin-4343,27685,3,27,0.8844500632111252,0.5359942206971284,0.0,0.0,root,0.0
Orbro_3_megahit_metabat_bin-2964,24732,12,30,0.5804221251819505,0.5657447840853954,0.0,0.0,root,0.0
Orbro_3_megahit_metabat_bin-1831,13368,1,22,0.8000448833034112,0.6271693596648713,0.0,0.0,root,0.0
Orbro_3_megahit_metabat_bin-2096,208555,63,251,0.7763132027522716,0.41089880367289205,0.0,0.0,root,0.0
Orbro_3_megahit_metabat_bin-1102,17996,2,24,0.8666925983551901,0.49172038230717935,0.0,0.0,root,0.0
Orbro_3_megahit_metabat_bin-4113,13238,1,10,0.7675630759933525,0.5461550083094123,0.0,0.0,root,0.0
Orbro_3_megahit_metabat_bin-3962,14288,5,18,0.5698488241881299,0.3875979843225084,0.0,0.0,root,0.0
Orbro_3_megahit_metabat_bin-1077,14843,4,15,0.8551505760291046,0.4629791821060433,0.0,0.0,root,0.0
Orbro_3_megahit_metabat_bin-2447,125585,52,105,0.611920213401282,0.46081936537006807,0.0,0.0,root,0.0
Orbro_3_megahit_metabat_bin-4199,42262,21,52,0.7663622166485259,0.5910747243386494,0.0,0.0,root,0.0
Orbro_3_megahit_metabat_bin-0486,10692,4,10,0.7558922558922558,0.5419004863449308,0.0,0.0,root,0.0
Orbro_3_megahit_metabat_bin-4497,30567,11,28,0.6552164098537638,0.43030065102888737,0.0,0.0,root,0.0
