,length,nb_contigs,nb_proteins,coding_density,GC,completeness,contamination,taxo:checkm,strain_heterogeneity
Lainio_1_megahit_metabat_bin-1100,18641,1,20,0.9150796631082023,0.43382865726087655,0.0,0.0,root,0.0
Lainio_1_megahit_metabat_bin-0859,10463,3,10,0.6786772436203765,0.4553187422345408,0.0,0.0,root,0.0
Lainio_1_megahit_metabat_bin-4334,13568,3,15,0.5324292452830188,0.5927181603773585,0.0,0.0,root,0.0
Lainio_1_megahit_metabat_bin-3569,12944,5,16,0.9018077873918418,0.6439276885043264,0.0,0.0,root,0.0
Lainio_1_megahit_metabat_bin-4175,28577,10,22,0.46180494803513317,0.32683626692794904,0.0,0.0,root,0.0
Lainio_1_megahit_metabat_bin-3624,13888,4,12,0.8329493087557603,0.7076612903225806,0.0,0.0,root,0.0
Lainio_1_megahit_metabat_bin-2261,59381,4,51,0.8267290884289588,0.5498896953571007,0.0,0.0,root,0.0
Lainio_1_megahit_metabat_bin-0048,46080,10,64,0.9126302083333333,0.6133680555555555,0.0,0.0,root,0.0
Lainio_1_megahit_metabat_bin-3953,56807,1,79,0.9508511275018924,0.41383984368123644,0.0,0.0,root,0.0
Lainio_1_megahit_metabat_bin-3709,19002,2,16,0.8801705083675403,0.4394800547310809,0.0,0.0,root,0.0
Lainio_1_megahit_metabat_bin-3753,18003,3,15,0.8758540243292785,0.4888629672832306,0.0,0.0,root,0.0
Lainio_1_megahit_metabat_bin-3170,78702,8,116,0.881870854616147,0.5796294884501029,0.0,0.0,root,0.0
Lainio_1_megahit_metabat_bin-1487,56894,11,40,0.683587021478539,0.42428024044714735,0.0,0.0,root,0.0
Lainio_1_megahit_metabat_bin-3773,36456,16,29,0.6602205398288348,0.43200021944261574,0.0,0.0,root,0.0
Lainio_1_megahit_metabat_bin-0761,3310068,955,3345,0.7543576144055046,0.4975728595303782,68.72,3.77,c__Betaproteobacteria,25.0
Lainio_1_megahit_metabat_bin-1902,63241,4,50,0.6360430733226863,0.5639063265919261,0.0,0.0,root,0.0
Lainio_1_megahit_metabat_bin-3121,119286,2,180,0.9016397565514813,0.5913602602149456,0.0,0.0,root,0.0
Lainio_1_megahit_metabat_bin-4014,31422,4,38,0.8893450448730189,0.6302272293297689,0.0,0.0,root,0.0
Lainio_1_megahit_metabat_bin-4152,15510,6,31,0.7951644100580271,0.6419084461637653,0.0,0.0,root,0.0
Lainio_1_megahit_metabat_bin-0755,74900,23,59,0.5899065420560747,0.417543391188251,3.93,0.88,k__Bacteria,72.73
Lainio_1_megahit_metabat_bin-3401,57896,20,76,0.7617624706370043,0.5093443415780019,0.0,0.0,root,0.0
Lainio_1_megahit_metabat_bin-1513,42562,17,54,0.7199379728396222,0.5735632724026126,0.0,0.0,root,0.0
Lainio_1_megahit_metabat_bin-0600,40787,14,44,0.7481060141711819,0.4051781204795646,0.0,0.0,root,0.0
Lainio_1_megahit_metabat_bin-0697,17348,5,10,0.5331450311275074,0.4578049342863731,0.0,0.0,root,0.0
Lainio_1_megahit_metabat_bin-1229,10895,3,21,0.8750803120697568,0.4143184947223497,0.0,0.0,root,0.0
Lainio_1_megahit_metabat_bin-2693,51801,4,66,0.9168934962645509,0.6079033223296848,0.0,0.0,root,0.0
Lainio_1_megahit_metabat_bin-0802,20749,7,30,0.7431683454624319,0.4834931803942359,1.49,0.0,k__Bacteria,0.0
Lainio_1_megahit_metabat_bin-1840,30920,3,32,0.813745148771022,0.5123868046571798,0.0,0.0,root,0.0
Lainio_1_megahit_metabat_bin-0183,10274,3,6,0.7370060346505742,0.601907728246058,0.0,0.0,root,0.0
Lainio_1_megahit_metabat_bin-3385,17562,4,23,0.763580457806628,0.5777246327297574,0.0,0.0,root,0.0
Lainio_1_megahit_metabat_bin-2375,24454,10,21,0.636092254845833,0.4868733131594013,0.0,0.0,root,0.0
Lainio_1_megahit_metabat_bin-2180,43206,11,28,0.7238577975281211,0.548419201036893,0.0,0.0,root,0.0
Lainio_1_megahit_metabat_bin-3403,11573,2,9,0.15009072841959734,0.46677611682364123,0.0,0.0,root,0.0
Lainio_1_megahit_metabat_bin-1906,19506,8,38,0.757151645647493,0.6930687993437916,0.0,0.0,root,0.0
Lainio_1_megahit_metabat_bin-0913,13254,2,15,0.6532367587143504,0.4047834615964992,0.0,0.0,root,0.0
Lainio_1_megahit_metabat_bin-3089,34234,1,48,0.9327569083367413,0.5509142957293919,0.0,0.0,root,0.0
Lainio_1_megahit_metabat_bin-4173,10302,5,12,0.5302853814793244,0.36507474276839447,0.0,0.0,root,0.0
Lainio_1_megahit_metabat_bin-2935,24442,4,12,0.8245642746092791,0.5244660829719335,0.0,0.0,root,0.0
Lainio_1_megahit_metabat_bin-1114,11176,2,14,0.905959198282033,0.6028990694345026,0.0,0.0,root,0.0
Lainio_1_megahit_metabat_bin-0578,26109,5,26,0.729633459726531,0.3892910490635413,0.0,0.0,root,0.0
Lainio_1_megahit_metabat_bin-1327,12875,1,16,0.7894368932038835,0.47557281553398056,0.0,0.0,root,0.0
Lainio_1_megahit_metabat_bin-0444,51735,15,48,0.7491446796172804,0.43224122934183823,0.0,0.0,root,0.0
Lainio_1_megahit_metabat_bin-1159,10528,5,20,0.7574088145896657,0.661379179331307,0.0,0.0,root,0.0
Lainio_1_megahit_metabat_bin-3702,21477,7,12,0.14624947618382456,0.3939097639335103,0.0,0.0,root,0.0
Lainio_1_megahit_metabat_bin-0735,10883,4,6,0.4901222089497381,0.42763943765505835,0.0,0.0,root,0.0
Lainio_1_megahit_metabat_bin-3590,2258744,432,1996,0.8192654855973054,0.390593179218185,86.0,1.9,p__Bacteroidetes,20.0
Lainio_1_megahit_metabat_bin-0844,19348,6,20,0.7234856315898284,0.5967541864792226,0.0,0.0,root,0.0
Lainio_1_megahit_metabat_bin-2542,33462,14,46,0.6101846871077641,0.579792002868926,0.0,0.0,root,0.0
Lainio_1_megahit_metabat_bin-4093,11257,3,20,0.8248201119303544,0.5416185484587368,0.0,0.0,root,0.0
Lainio_1_megahit_metabat_bin-2098,88975,17,124,0.8425625175611127,0.5896712559707783,0.0,0.0,root,0.0
Lainio_1_megahit_metabat_bin-0613,22577,6,26,0.7942153519068078,0.43889799353324177,0.0,0.0,root,0.0
Lainio_1_megahit_metabat_bin-2239,13944,4,9,0.6245697074010327,0.46944922547332185,0.0,0.0,root,0.0
Lainio_1_megahit_metabat_bin-2512,12141,4,14,0.8445762293056586,0.6412157153446998,0.0,0.0,root,0.0
Lainio_1_megahit_metabat_bin-1533,57638,19,53,0.5520836947846907,0.4472223186092508,0.0,0.0,root,0.0
Lainio_1_megahit_metabat_bin-0157,44380,21,38,0.6340694006309149,0.40894547093285266,1.72,0.0,k__Bacteria,0.0
Lainio_1_megahit_metabat_bin-3465,45597,10,46,0.8488058424896375,0.4344584073513608,0.0,0.0,root,0.0
Lainio_1_megahit_metabat_bin-2190,10148,3,1,0.050551832873472605,0.4689594008671659,0.0,0.0,root,0.0
Lainio_1_megahit_metabat_bin-3741,60834,21,89,0.7695038958477167,0.610349475622185,0.0,0.0,root,0.0
Lainio_1_megahit_metabat_bin-1411,57362,2,81,0.9147693595062933,0.46481991562358355,0.0,0.0,root,0.0
Lainio_1_megahit_metabat_bin-1403,10733,3,7,0.7664213174322184,0.6676604863505078,0.0,0.0,root,0.0
Lainio_1_megahit_metabat_bin-0817,11389,6,12,0.7380806040916674,0.33927473878303627,4.17,0.0,root,0.0
Lainio_1_megahit_metabat_bin-4160,24255,6,12,0.7034013605442176,0.42036693465264896,0.0,0.0,root,0.0
Lainio_1_megahit_metabat_bin-4386,89898,10,132,0.8836347860909031,0.6222162895726268,0.0,0.0,root,0.0
Lainio_1_megahit_metabat_bin-0116,14344,6,17,0.603388176240937,0.5132459564974903,0.0,0.0,root,0.0
Lainio_1_megahit_metabat_bin-0340,58854,10,70,0.8950963400958304,0.5942501784075849,0.0,0.0,root,0.0
Lainio_1_megahit_metabat_bin-0589,64623,25,82,0.7702985005338656,0.5580830354517742,4.17,0.0,root,0.0
Lainio_1_megahit_metabat_bin-2569,211143,1,238,0.9529986786206505,0.529664729590846,0.0,0.0,root,0.0
Lainio_1_megahit_metabat_bin-2849,377305,158,345,0.6390559361789534,0.36733146923576415,5.17,0.0,k__Bacteria,0.0
Lainio_1_megahit_metabat_bin-4129,184215,34,200,0.8354042830388405,0.48144830768395624,0.0,0.0,root,0.0
Lainio_1_megahit_metabat_bin-1523,24724,5,41,0.8617537615272609,0.5776573370004854,0.0,0.0,root,0.0
Lainio_1_megahit_metabat_bin-0995,20406,2,24,0.8322552190532196,0.4010095070077428,0.0,0.0,root,0.0
Lainio_1_megahit_metabat_bin-2875,342736,163,345,0.6783559357639699,0.6501826478689137,8.62,0.86,k__Bacteria,100.0
Lainio_1_megahit_metabat_bin-1250,13350,7,8,0.47258426966292133,0.6617228464419476,0.0,0.0,root,0.0
Lainio_1_megahit_metabat_bin-2637,44538,10,34,0.8542368314697562,0.5038169652880686,16.67,31.02,root,94.44
Lainio_1_megahit_metabat_bin-0891,15081,2,23,0.9055102446787349,0.4222531662356608,0.0,0.0,root,0.0
Lainio_1_megahit_metabat_bin-1889,13245,3,20,0.8305775764439411,0.4703661759154398,0.0,0.0,root,0.0
Lainio_1_megahit_metabat_bin-3323,19354,4,25,0.7801488064482794,0.4450242843856567,0.0,0.0,root,0.0
Lainio_1_megahit_metabat_bin-2968,91979,16,118,0.8027484534513313,0.5430369975755336,0.0,0.0,root,0.0
Lainio_1_megahit_metabat_bin-3608,15574,4,12,0.715615769872865,0.4197380249133171,0.0,0.0,root,0.0
Lainio_1_megahit_metabat_bin-1873,49146,14,56,0.8254791844707606,0.4510234810564441,3.76,0.0,k__Bacteria,0.0
Lainio_1_megahit_metabat_bin-1911,13606,8,13,0.5708510951051007,0.6911656622078495,0.0,0.0,root,0.0
Lainio_1_megahit_metabat_bin-3023,73081,9,119,0.8380837700633543,0.5594887864150737,0.0,0.0,root,0.0
Lainio_1_megahit_metabat_bin-2760,12512,6,15,0.6795076726342711,0.5886349104859335,0.0,0.0,root,0.0
