,length,nb_contigs,nb_proteins,coding_density,GC,completeness,contamination,taxo:checkm,strain_heterogeneity
Lainio_4_megahit_metabat_bin-2488,16241,7,20,0.6775444861769595,0.3692506619050551,0.0,0.0,root,0.0
Lainio_4_megahit_metabat_bin-1204,26155,3,34,0.9138214490537182,0.45784744790671,0.0,0.0,root,0.0
Lainio_4_megahit_metabat_bin-2509,22583,1,35,0.979187884692025,0.4194748261966966,0.0,0.0,root,0.0
Lainio_4_megahit_metabat_bin-2178,21153,7,35,0.7950645298539214,0.5801068406372618,0.16,0.0,k__Bacteria,0.0
Lainio_4_megahit_metabat_bin-2503,10915,3,7,0.3050847457627119,0.41337608795235914,0.0,0.0,root,0.0
Lainio_4_megahit_metabat_bin-2519,14997,4,13,0.79375875175035,0.39294525571781025,0.0,0.0,root,0.0
Lainio_4_megahit_metabat_bin-0298,10123,3,14,0.7717079917020646,0.41618097401955945,0.0,0.0,root,0.0
Lainio_4_megahit_metabat_bin-2009,35976,14,18,0.31012341561040696,0.3718034245052257,0.0,0.0,root,0.0
Lainio_4_megahit_metabat_bin-0152,870184,347,890,0.6985832881321652,0.4976257894882002,22.81,0.0,k__Bacteria,0.0
Lainio_4_megahit_metabat_bin-2730,14075,1,3,0.9135346358792185,0.2863232682060391,0.0,0.0,root,0.0
Lainio_4_megahit_metabat_bin-2197,54788,12,60,0.8018544206760605,0.5766043659195444,0.0,0.0,root,0.0
Lainio_4_megahit_metabat_bin-1407,2955112,895,2629,0.6979806518331624,0.3774577748660626,41.89,2.23,p__Bacteroidetes,14.29
Lainio_4_megahit_metabat_bin-1480,11794,4,10,0.9335255214515855,0.36815329828726473,0.0,0.0,root,0.0
Lainio_4_megahit_metabat_bin-0332,64020,3,74,0.9104498594189315,0.45118712902218056,0.0,0.0,root,0.0
Lainio_4_megahit_metabat_bin-1763,16872,6,12,0.6276671408250356,0.5608108108108109,0.0,0.0,root,0.0
Lainio_4_megahit_metabat_bin-2910,65097,27,72,0.7025208534955528,0.46808608691644776,0.0,0.0,root,0.0
Lainio_4_megahit_metabat_bin-0699,3203012,131,2968,0.8582768344295931,0.5905987863923082,98.19,0.33,o__Rhizobiales,0.0
Lainio_4_megahit_metabat_bin-2683,28160,4,32,0.8243607954545454,0.4498934659090909,0.0,0.0,root,0.0
Lainio_4_megahit_metabat_bin-2039,27440,12,33,0.6425291545189504,0.4361880466472303,0.0,0.0,root,0.0
Lainio_4_megahit_metabat_bin-2647,174185,2,275,0.9214685535493872,0.3484111720297385,0.0,0.0,root,0.0
Lainio_4_megahit_metabat_bin-3194,13586,3,7,0.7529810098630944,0.43986456646547917,0.0,0.0,root,0.0
Lainio_4_megahit_metabat_bin-2142,26146,9,15,0.4640097911726459,0.48906142430964583,0.0,0.0,root,0.0
Lainio_4_megahit_metabat_bin-3111,12038,3,11,0.7775377969762419,0.43927562718059476,0.0,0.0,root,0.0
Lainio_4_megahit_metabat_bin-0572,11256,5,16,0.80090618336887,0.36060767590618337,0.0,0.0,root,0.0
Lainio_4_megahit_metabat_bin-2018,175762,75,206,0.7588329673080643,0.5069924101910538,0.0,0.0,root,0.0
Lainio_4_megahit_metabat_bin-0739,59050,16,54,0.7177646062658763,0.5686367485182049,0.0,0.0,root,0.0
Lainio_4_megahit_metabat_bin-0103,15203,3,9,0.1187923436163915,0.5667960270999145,0.0,0.0,root,0.0
Lainio_4_megahit_metabat_bin-0406,2903937,721,2628,0.7685672932987183,0.4454590440495093,68.17,7.69,p__Bacteroidetes,72.0
Lainio_4_megahit_metabat_bin-0616,10199,3,11,0.5906461417786057,0.5391705069124424,0.0,0.0,root,0.0
Lainio_4_megahit_metabat_bin-1443,48914,23,51,0.5797726622234943,0.6142413215030461,0.0,0.0,root,0.0
Lainio_4_megahit_metabat_bin-1372,39817,2,28,0.9359318883893815,0.43280508325589573,0.0,0.0,root,0.0
Lainio_4_megahit_metabat_bin-2866,19026,10,17,0.5364238410596026,0.28192999053926204,0.0,0.0,root,0.0
Lainio_4_megahit_metabat_bin-3047,64934,13,58,0.7929436042751101,0.48892721840638187,0.0,0.0,root,0.0
Lainio_4_megahit_metabat_bin-1704,18776,5,24,0.5691308052833405,0.6054005112910098,0.0,0.0,root,0.0
Lainio_4_megahit_metabat_bin-1485,39122,4,73,0.7626910689637544,0.37091661980471347,0.0,0.0,root,0.0
Lainio_4_megahit_metabat_bin-0251,39434,5,48,0.8544149718517016,0.6300654257747121,0.0,0.0,root,0.0
Lainio_4_megahit_metabat_bin-2085,24482,6,14,0.7449146311575852,0.599665060044114,0.0,0.0,root,0.0
Lainio_4_megahit_metabat_bin-1401,11449,2,25,0.9061053367106298,0.41654292951349464,0.0,0.0,root,0.0
Lainio_4_megahit_metabat_bin-1340,17999,4,25,0.81054503027946,0.6212567364853603,0.0,0.0,root,0.0
Lainio_4_megahit_metabat_bin-2125,106638,42,121,0.7496764755528048,0.595200585157261,0.0,0.0,root,0.0
Lainio_4_megahit_metabat_bin-1623,10640,4,11,0.8461466165413534,0.5585526315789474,0.0,0.0,root,0.0
Lainio_4_megahit_metabat_bin-3184,20968,7,15,0.6309614650896604,0.3334128195345288,0.07,0.0,k__Archaea,0.0
Lainio_4_megahit_metabat_bin-2545,38505,7,29,0.8500194779898714,0.41215426567978186,0.0,0.0,root,0.0
Lainio_4_megahit_metabat_bin-2319,1482687,73,1455,0.92611926859816,0.5263396792445068,94.94,0.24,c__Betaproteobacteria,100.0
Lainio_4_megahit_metabat_bin-1559,26528,3,33,0.9161263570566948,0.47146411338962607,0.0,0.0,root,0.0
Lainio_4_megahit_metabat_bin-1467,17795,2,21,0.8252318066872717,0.46220848552964316,0.0,0.0,root,0.0
Lainio_4_megahit_metabat_bin-0922,303454,40,253,0.8053279904038174,0.3998068900063931,11.3,0.0,p__Bacteroidetes,0.0
Lainio_4_megahit_metabat_bin-0404,10448,5,10,0.6072932618683001,0.6353369065849923,0.0,0.0,root,0.0
Lainio_4_megahit_metabat_bin-2862,15146,4,4,0.06932523438531625,0.41925260794929353,0.31,0.0,k__Bacteria,0.0
Lainio_4_megahit_metabat_bin-0197,17867,5,17,0.5527508815134046,0.4813343034644876,0.5,0.36,k__Archaea,0.0
Lainio_4_megahit_metabat_bin-1172,12092,2,15,0.9467416473701621,0.5028117763810784,0.0,0.0,root,0.0
Lainio_4_megahit_metabat_bin-1376,618773,280,613,0.6803868300653066,0.554324445313548,0.0,0.0,root,0.0
Lainio_4_megahit_metabat_bin-0494,10788,4,6,0.7374860956618465,0.5824990730441231,0.0,0.0,root,0.0
Lainio_4_megahit_metabat_bin-2748,84463,24,91,0.7759729112155619,0.5884114937901803,0.0,0.0,root,0.0
Lainio_4_megahit_metabat_bin-1486,10739,3,8,0.7358227023000279,0.4404506937331223,0.0,0.0,root,0.0
Lainio_4_megahit_metabat_bin-2681,340205,32,310,0.8291588894930998,0.5225643362090504,0.0,0.0,root,0.0
Lainio_4_megahit_metabat_bin-2977,130969,50,138,0.7643793569470638,0.5311256862310929,3.45,0.0,k__Bacteria,0.0
Lainio_4_megahit_metabat_bin-2133,10034,1,9,0.9322304165836157,0.43452262308152284,0.0,0.0,root,0.0
Lainio_4_megahit_metabat_bin-2151,389210,61,373,0.7793093702628401,0.2716476966162226,3.91,0.0,k__Archaea,0.0
Lainio_4_megahit_metabat_bin-3234,606939,21,655,0.9114886339483869,0.4631206760481696,5.38,0.5,k__Archaea,0.0
Lainio_4_megahit_metabat_bin-2468,12045,6,17,0.6204234122042341,0.6289746782897467,0.0,0.0,root,0.0
Lainio_4_megahit_metabat_bin-0474,12099,1,14,0.6307959335482272,0.5154144970658732,0.0,0.0,root,0.0
Lainio_4_megahit_metabat_bin-0041,45264,4,34,0.7782343584305408,0.4553950159066808,0.0,0.0,root,0.0
Lainio_4_megahit_metabat_bin-1397,12055,3,10,0.7911240149315637,0.42994608046453753,0.0,0.0,root,0.0
Lainio_4_megahit_metabat_bin-3032,14504,5,12,0.7984004412575841,0.48483177054605625,0.0,0.0,root,0.0
Lainio_4_megahit_metabat_bin-1473,2860289,146,2613,0.8691852466656341,0.47608056388707576,97.84,1.93,o__Burkholderiales,18.18
Lainio_4_megahit_metabat_bin-1892,20789,2,23,0.8796959930732599,0.5482707200923566,0.0,0.0,root,0.0
Lainio_4_megahit_metabat_bin-2905,17290,1,11,0.8325043377674957,0.5373048004626952,0.0,0.0,root,0.0
Lainio_4_megahit_metabat_bin-0768,11554,5,11,0.8877445040678553,0.5785009520512376,0.0,0.0,root,0.0
Lainio_4_megahit_metabat_bin-0115,52325,17,43,0.5946679407548973,0.47354037267080745,5.17,0.0,k__Bacteria,0.0
Lainio_4_megahit_metabat_bin-2242,14947,5,29,0.8116678932227203,0.37238241787649695,0.0,0.0,root,0.0
Lainio_4_megahit_metabat_bin-0401,15390,7,13,0.6477582846003899,0.4810916179337232,0.0,0.0,root,0.0
Lainio_4_megahit_metabat_bin-0053,10060,1,14,0.8716699801192843,0.4544731610337972,0.0,0.0,root,0.0
Lainio_4_megahit_metabat_bin-3221,11351,6,9,0.5460311866795877,0.3727424896484891,0.0,0.0,root,0.0
Lainio_4_megahit_metabat_bin-2122,10558,5,11,0.6441560901685925,0.5784239439287744,0.0,0.0,root,0.0
Lainio_4_megahit_metabat_bin-0421,10663,3,9,0.7137766107099316,0.5517209040607709,0.0,0.0,root,0.0
Lainio_4_megahit_metabat_bin-0218,18797,9,13,0.6423897430441028,0.756078097568761,0.0,0.0,root,0.0
