,length,nb_contigs,nb_proteins,coding_density,GC,completeness,contamination,taxo:checkm,strain_heterogeneity
Lainio_5_megahit_metabat_bin-1944,65279,9,59,0.8456931019163897,0.4101318954028095,0.0,0.0,root,0.0
Lainio_5_megahit_metabat_bin-2184,16879,3,37,0.8924106878369572,0.6232596717815037,0.0,0.0,root,0.0
Lainio_5_megahit_metabat_bin-1511,13444,4,14,0.7102796786670633,0.5487206188634335,0.0,0.0,root,0.0
Lainio_5_megahit_metabat_bin-1698,14174,2,25,0.34012981515450824,0.47036827994920277,0.0,0.0,root,0.0
Lainio_5_megahit_metabat_bin-1578,41854,2,50,0.8434319300425288,0.476561380035361,0.0,0.0,root,0.0
Lainio_5_megahit_metabat_bin-1164,22576,7,16,0.7413625088589653,0.6869684620836286,0.0,0.0,root,0.0
Lainio_5_megahit_metabat_bin-1855,10484,2,8,0.6770316673025563,0.4979969477298741,0.0,0.0,root,0.0
Lainio_5_megahit_metabat_bin-1901,28960,4,34,0.8257251381215469,0.6172997237569061,0.0,0.0,root,0.0
Lainio_5_megahit_metabat_bin-1258,24543,15,20,0.6920914313653588,0.605997636800717,0.0,0.0,root,0.0
Lainio_5_megahit_metabat_bin-0280,25484,4,7,0.7384633495526605,0.5124391775231518,0.0,0.0,root,0.0
Lainio_5_megahit_metabat_bin-0307,14872,8,16,0.5345615922539,0.5704007530930608,0.0,0.0,root,0.0
Lainio_5_megahit_metabat_bin-1004,54397,6,48,0.894920675772561,0.5712263543945438,0.0,0.0,root,0.0
Lainio_5_megahit_metabat_bin-1550,20686,5,24,0.6964130329691579,0.5802958522672339,0.0,0.0,root,0.0
Lainio_5_megahit_metabat_bin-0871,83220,16,84,0.8064167267483778,0.5016101898582072,0.0,0.0,root,0.0
Lainio_5_megahit_metabat_bin-0908,19154,5,20,0.8324631930667223,0.3426438341860708,0.0,0.0,root,0.0
Lainio_5_megahit_metabat_bin-0070,31259,1,45,0.8939825330304872,0.49656099043475477,0.0,0.0,root,0.0
Lainio_5_megahit_metabat_bin-2232,20895,2,31,0.9046661880832735,0.500119645848289,0.0,0.0,root,0.0
Lainio_5_megahit_metabat_bin-1648,10180746,1436,8785,0.8237081054767499,0.5989751635096289,89.23,89.81,k__Bacteria,47.5
Lainio_5_megahit_metabat_bin-0613,13812,3,11,0.6285838401390096,0.6684042861280046,0.0,0.0,root,0.0
Lainio_5_megahit_metabat_bin-0381,10961,1,13,0.8123346409999088,0.42496122616549586,0.0,0.0,root,0.0
Lainio_5_megahit_metabat_bin-1646,16001,7,16,0.6775826510843073,0.5686519592525467,0.0,0.0,root,0.0
Lainio_5_megahit_metabat_bin-0364,46739,5,36,0.8322386015960975,0.5439568668563726,0.0,0.0,root,0.0
Lainio_5_megahit_metabat_bin-1593,19617,3,26,0.7767242697660193,0.5697609216495897,0.0,0.0,root,0.0
Lainio_5_megahit_metabat_bin-0150,107651,10,110,0.8606979963028676,0.5426145600133766,0.0,0.0,root,0.0
Lainio_5_megahit_metabat_bin-0704,14456,5,17,0.5576231322634201,0.5899280575539568,0.0,0.0,root,0.0
Lainio_5_megahit_metabat_bin-2029,18371,6,19,0.7537967448696314,0.5034021011376626,0.0,0.0,root,0.0
Lainio_5_megahit_metabat_bin-0480,2585698,975,2799,0.766329633236364,0.6021902016399441,34.56,0.0,k__Bacteria,0.0
Lainio_5_megahit_metabat_bin-1225,31334,7,45,0.8409076402629732,0.616837939618306,0.0,0.0,root,0.0
Lainio_5_megahit_metabat_bin-0868,14623,5,21,0.6386514395130958,0.6675784722697121,0.0,0.0,root,0.0
Lainio_5_megahit_metabat_bin-0303,10657,2,15,0.8918082011823215,0.4176597541522004,0.0,0.0,root,0.0
Lainio_5_megahit_metabat_bin-1198,41244,6,62,0.8393220832121036,0.43683929783726116,0.0,0.0,root,0.0
Lainio_5_megahit_metabat_bin-0863,11487,5,11,0.7255158004700967,0.5639418473056499,0.0,0.0,root,0.0
