,length,nb_contigs,nb_proteins,coding_density,GC,completeness,contamination,taxo:checkm,strain_heterogeneity
Lainio_3_megahit_metabat_bin-5255,14122,6,13,0.7069820138790539,0.6628664495114006,0.0,0.0,root,0.0
Lainio_3_megahit_metabat_bin-6472,18828,6,41,0.8161249203314213,0.4386020820055237,0.0,0.0,root,0.0
Lainio_3_megahit_metabat_bin-2935,24636,1,10,0.9695567462250365,0.42539373274882286,0.0,0.0,root,0.0
Lainio_3_megahit_metabat_bin-1338,22046,7,26,0.7242130091626598,0.5398711784450694,0.0,0.0,root,0.0
Lainio_3_megahit_metabat_bin-2182,22021,10,14,0.21170700694791336,0.5035193678761183,0.0,0.0,root,0.0
Lainio_3_megahit_metabat_bin-5157,10537,5,9,0.6551200531460567,0.575211160671918,0.0,0.0,root,0.0
Lainio_3_megahit_metabat_bin-3892,90007,14,161,0.87109891452887,0.4162231826413501,0.0,0.0,k__Bacteria,0.0
Lainio_3_megahit_metabat_bin-5017,220023,26,264,0.8959517868586466,0.4939438149647991,2.13,0.44,k__Archaea,0.0
Lainio_3_megahit_metabat_bin-0468,65252,15,48,0.24311898485870165,0.3928461962851713,0.0,0.0,root,0.0
Lainio_3_megahit_metabat_bin-4208,18264,4,29,0.890604467805519,0.4609067017082786,0.0,0.0,root,0.0
Lainio_3_megahit_metabat_bin-1866,72845,30,83,0.6691056352529343,0.4392202622005628,0.0,0.0,root,0.0
Lainio_3_megahit_metabat_bin-6275,26282,12,27,0.5936762803439617,0.5673084240164371,0.0,0.0,root,0.0
Lainio_3_megahit_metabat_bin-4818,22398,1,18,0.9062416287168498,0.39588356103223504,0.0,0.0,root,0.0
Lainio_3_megahit_metabat_bin-0062,359136,47,549,0.85997226677359,0.3769073554308117,0.0,0.0,root,0.0
Lainio_3_megahit_metabat_bin-6414,145381,16,129,0.8784710519256299,0.4387574717466519,0.0,0.0,root,0.0
Lainio_3_megahit_metabat_bin-6717,13862,1,9,0.9273553599769153,0.5106045303707979,0.0,0.0,root,0.0
Lainio_3_megahit_metabat_bin-3478,13729,7,11,0.7462306067448466,0.6134459902396387,0.0,0.0,root,0.0
Lainio_3_megahit_metabat_bin-4984,19358,2,22,0.9341874160553776,0.534042773013741,0.0,0.0,root,0.0
Lainio_3_megahit_metabat_bin-6503,32544,14,36,0.7658554572271387,0.59577802359882,4.17,0.0,root,0.0
Lainio_3_megahit_metabat_bin-5004,93311,26,140,0.6533313328546474,0.6258533291894847,0.0,0.0,root,0.0
Lainio_3_megahit_metabat_bin-3422,28264,6,45,0.8774766487404472,0.6307670534956128,0.0,0.0,root,0.0
Lainio_3_megahit_metabat_bin-2605,18093,2,6,0.7885922732548499,0.43342729232299787,0.0,0.0,root,0.0
Lainio_3_megahit_metabat_bin-0184,45687,18,50,0.7513953641079519,0.578413990850789,0.0,0.0,root,0.0
Lainio_3_megahit_metabat_bin-0918,12711,2,15,0.8723153174415861,0.3884824168043427,0.0,0.0,root,0.0
Lainio_3_megahit_metabat_bin-4316,14821,4,19,0.8250455434855948,0.5418662708319276,0.0,0.0,root,0.0
Lainio_3_megahit_metabat_bin-5533,13260,3,8,0.6997737556561086,0.4377073906485671,0.0,0.0,root,0.0
Lainio_3_megahit_metabat_bin-0498,12682,6,12,0.5393471061346791,0.6314461441413026,0.0,0.0,root,0.0
Lainio_3_megahit_metabat_bin-2038,3152255,1285,3210,0.7394192411464174,0.6780155793233733,46.88,6.24,c__Deltaproteobacteria,0.0
Lainio_3_megahit_metabat_bin-3098,22990,10,27,0.8121792083514572,0.7045237059591126,0.0,0.0,root,0.0
Lainio_3_megahit_metabat_bin-1014,16170,7,16,0.7551020408163265,0.4265924551638837,0.0,0.0,root,0.0
Lainio_3_megahit_metabat_bin-0135,21629,7,14,0.5082065745064497,0.5133385732118915,0.0,0.0,root,0.0
Lainio_3_megahit_metabat_bin-2945,45809,24,52,0.7588901744198738,0.6289157152524613,0.0,0.0,root,0.0
Lainio_3_megahit_metabat_bin-3460,109367,12,145,0.8647763950734683,0.37499428529629597,0.0,0.0,root,0.0
Lainio_3_megahit_metabat_bin-1230,88312,38,80,0.6211160431198478,0.4927869372225745,4.17,0.0,root,0.0
Lainio_3_megahit_metabat_bin-3280,10074,1,8,0.7325789160214413,0.47697041890013897,0.29,0.0,k__Archaea,0.0
Lainio_3_megahit_metabat_bin-2337,51143,6,63,0.8233384822947422,0.4377138611344661,0.0,0.0,root,0.0
Lainio_3_megahit_metabat_bin-2684,141871,56,169,0.652247464245688,0.39776980496366415,4.17,0.0,root,0.0
Lainio_3_megahit_metabat_bin-5422,14635,4,21,0.8000683293474548,0.46306798770071744,0.0,0.0,root,0.0
Lainio_3_megahit_metabat_bin-5065,3777761,1161,3604,0.7441225106617385,0.41353780718261424,70.98,13.75,o__Burkholderiales,3.26
Lainio_3_megahit_metabat_bin-0894,17941,1,14,0.9869015105066608,0.49751964773424,0.0,0.0,root,0.0
Lainio_3_megahit_metabat_bin-5057,1209370,8,970,0.8884303397636786,0.43176447241125543,79.78,0.0,k__Bacteria,0.0
Lainio_3_megahit_metabat_bin-1197,13089,1,12,0.8984643593857438,0.462220184888074,0.0,0.0,root,0.0
Lainio_3_megahit_metabat_bin-0799,15204,7,16,0.6306235201262825,0.40160484083136017,0.0,0.0,root,0.0
Lainio_3_megahit_metabat_bin-4547,260644,13,318,0.8853455287672074,0.32471110019797117,0.0,0.0,root,0.0
Lainio_3_megahit_metabat_bin-3477,11503,4,11,0.7349387116404417,0.3796400938885508,0.0,0.0,root,0.0
Lainio_3_megahit_metabat_bin-2302,13782,4,10,0.8593818023508925,0.5221303149034973,0.0,0.0,root,0.0
Lainio_3_megahit_metabat_bin-1428,10903,4,13,0.6430340273319269,0.5414106209300192,0.0,0.0,root,0.0
Lainio_3_megahit_metabat_bin-4339,24893,2,40,0.8966376089663761,0.44582814445828145,0.0,0.0,root,0.0
Lainio_3_megahit_metabat_bin-4248,14694,2,22,0.8438138015516538,0.4023410916020144,0.0,0.0,root,0.0
Lainio_3_megahit_metabat_bin-1375,12993,7,13,0.7501731701685523,0.6326483491110598,0.0,0.0,root,0.0
Lainio_3_megahit_metabat_bin-3076,28068,3,27,0.9510474561778538,0.6031779962947128,0.0,0.0,root,0.0
Lainio_3_megahit_metabat_bin-4511,15892,7,15,0.8304178202869368,0.6165995469418576,0.0,0.0,root,0.0
Lainio_3_megahit_metabat_bin-4440,17316,8,14,0.5441787941787942,0.4207091707091707,0.0,0.0,root,0.0
Lainio_3_megahit_metabat_bin-6318,16037,2,15,0.8552721830766353,0.6911517116667706,0.0,0.0,root,0.0
Lainio_3_megahit_metabat_bin-4536,12862,5,14,0.7645778261545638,0.442077437412533,0.0,0.0,root,0.0
Lainio_3_megahit_metabat_bin-0576,22547,8,42,0.42072116024304784,0.43557901272896615,0.0,0.0,root,0.0
Lainio_3_megahit_metabat_bin-2177,17616,6,18,0.591791553133515,0.4204700272479564,4.85,0.0,k__Bacteria,0.0
Lainio_3_megahit_metabat_bin-2464,17463,6,19,0.7591479127297716,0.3909981102903281,0.0,0.0,root,0.0
Lainio_3_megahit_metabat_bin-4051,222537,47,207,0.8124401784871729,0.5628771844682008,0.0,0.0,root,0.0
Lainio_3_megahit_metabat_bin-5510,13466,4,10,0.7400861428783603,0.43962572404574485,0.0,0.0,root,0.0
Lainio_3_megahit_metabat_bin-2355,17054,3,16,0.7931863492435792,0.42166060748211565,0.0,0.0,root,0.0
Lainio_3_megahit_metabat_bin-0983,24307,8,41,0.8261817583412185,0.43814539021681,0.0,0.0,root,0.0
Lainio_3_megahit_metabat_bin-6681,10354,4,7,0.7142167278346533,0.7134440795827699,0.0,0.0,root,0.0
Lainio_3_megahit_metabat_bin-6365,14944,2,16,0.8292960385438972,0.39708244111349034,0.0,0.0,root,0.0
Lainio_3_megahit_metabat_bin-2908,72007,18,67,0.7760912133542572,0.3802824725373922,0.0,0.0,root,0.0
Lainio_3_megahit_metabat_bin-3602,77094,16,124,0.8008405323371468,0.44867304848626355,0.0,0.0,root,0.0
Lainio_3_megahit_metabat_bin-0058,81901,41,101,0.7622983846351082,0.6712738550200852,0.63,0.0,k__Bacteria,0.0
Lainio_3_megahit_metabat_bin-0784,16324,1,4,0.9725557461406518,0.48499142367066894,0.0,0.0,root,0.0
Lainio_3_megahit_metabat_bin-6306,19966,3,27,0.843834518681759,0.3888109786637283,0.0,0.0,root,0.0
Lainio_3_megahit_metabat_bin-4371,19439,4,16,0.6460208858480374,0.4375225063017645,0.0,0.0,root,0.0
Lainio_3_megahit_metabat_bin-2241,11581,5,12,0.6701493826094465,0.4971936793023055,0.0,0.0,root,0.0
Lainio_3_megahit_metabat_bin-5006,11193,3,9,0.5899222728491021,0.4165996605020995,0.0,0.0,root,0.0
Lainio_3_megahit_metabat_bin-4831,21650,6,24,0.7856812933025404,0.4920554272517321,0.0,0.0,root,0.0
Lainio_3_megahit_metabat_bin-4257,40889,17,39,0.6656068869378072,0.38523808359216416,0.0,0.0,root,0.0
Lainio_3_megahit_metabat_bin-6672,12312,5,10,0.6912768031189084,0.6250812215724496,0.0,0.0,root,0.0
Lainio_3_megahit_metabat_bin-6489,11090,6,9,0.34490532010820557,0.3278629395852119,0.0,0.0,root,0.0
Lainio_3_megahit_metabat_bin-3130,10029,5,16,0.6589889320969189,0.33303420081762886,0.0,0.0,root,0.0
Lainio_3_megahit_metabat_bin-4286,33490,13,43,0.8121230217975515,0.39737234995521054,6.17,0.0,k__Bacteria,0.0
Lainio_3_megahit_metabat_bin-3476,63491,14,44,0.6985557008079886,0.4052385377455072,0.0,0.0,root,0.0
Lainio_3_megahit_metabat_bin-1049,87281,9,141,0.89022811379338,0.3754654506708218,0.0,0.0,root,0.0
Lainio_3_megahit_metabat_bin-6072,22919,7,23,0.6374623674680396,0.41454688249923644,0.0,0.0,root,0.0
Lainio_3_megahit_metabat_bin-2231,23177,9,22,0.7198084307718859,0.46895629287655866,0.0,0.0,root,0.0
Lainio_3_megahit_metabat_bin-2351,14384,3,19,0.8154894327030033,0.34454949944382646,0.0,0.0,root,0.0
Lainio_3_megahit_metabat_bin-6631,10647,2,11,0.8602423217807833,0.44923452615760306,0.0,0.0,root,0.0
Lainio_3_megahit_metabat_bin-6397,74888,19,114,0.8384120286294199,0.42665046469394297,0.0,0.0,root,0.0
Lainio_3_megahit_metabat_bin-1239,11887,3,6,0.5302431227391268,0.42979725750820225,0.0,0.0,root,0.0
Lainio_3_megahit_metabat_bin-0450,10004,1,12,0.6729308276689324,0.5193922431027589,0.0,0.0,root,0.0
Lainio_3_megahit_metabat_bin-5710,11040,3,13,0.6192934782608696,0.396286231884058,0.0,0.0,root,0.0
Lainio_3_megahit_metabat_bin-1309,43220,10,28,0.6382461823229986,0.45321610365571496,0.0,0.0,root,0.0
Lainio_3_megahit_metabat_bin-5187,24315,4,15,0.7494139420111042,0.36894920830762906,0.0,0.0,root,0.0
Lainio_3_megahit_metabat_bin-3000,18554,5,17,0.7056160396679961,0.39845855341166325,0.0,0.0,root,0.0
Lainio_3_megahit_metabat_bin-2390,135999,37,147,0.798226457547482,0.5514672902006632,0.0,0.0,root,0.0
Lainio_3_megahit_metabat_bin-0564,33391,8,36,0.8144410170405199,0.48689766703602766,4.25,0.27,o__Actinomycetales,33.33
Lainio_3_megahit_metabat_bin-4387,92476,40,114,0.6785976902115144,0.33108049656127,0.0,0.0,root,0.0
Lainio_3_megahit_metabat_bin-6729,13937,1,25,0.8909377914902776,0.42907368874219703,0.0,0.0,root,0.0
Lainio_3_megahit_metabat_bin-4618,14845,7,12,0.5137083192994274,0.39467834287638937,0.0,0.0,root,0.0
Lainio_3_megahit_metabat_bin-5116,20721,10,22,0.689445490082525,0.5932146131943439,0.0,0.0,root,0.0
Lainio_3_megahit_metabat_bin-3462,43540,14,45,0.7782498851630685,0.41717960496095546,0.0,0.0,root,0.0
Lainio_3_megahit_metabat_bin-0221,225157,41,229,0.7926469086015536,0.5033643191195477,0.0,0.0,root,0.0
Lainio_3_megahit_metabat_bin-2640,3033518,763,2620,0.7580920897782707,0.35536825560290064,78.63,11.64,p__Bacteroidetes,51.52
Lainio_3_megahit_metabat_bin-4152,310097,14,418,0.9027465599473713,0.3779623795135071,0.0,0.0,k__Bacteria,0.0
Lainio_3_megahit_metabat_bin-1160,20125,6,21,0.6090931677018634,0.6280745341614907,0.0,0.0,root,0.0
Lainio_3_megahit_metabat_bin-5752,14563,4,15,0.8472842134175651,0.4337018471468791,0.0,0.0,root,0.0
Lainio_3_megahit_metabat_bin-0703,15879,5,17,0.7343661439637257,0.478745512941621,4.17,0.0,root,0.0
Lainio_3_megahit_metabat_bin-4792,280863,26,445,0.8626590188098824,0.38928944004728283,0.0,0.0,root,0.0
Lainio_3_megahit_metabat_bin-4816,197266,5,189,0.8577707258219865,0.42881185810023015,4.17,0.0,root,0.0
Lainio_3_megahit_metabat_bin-0445,90911,6,66,0.9067549581458789,0.38151598816424853,0.0,0.0,root,0.0
Lainio_3_megahit_metabat_bin-2132,18657,10,15,0.6874095513748191,0.34426756713297957,0.0,0.0,root,0.0
Lainio_3_megahit_metabat_bin-4397,14274,4,10,0.5508617065994115,0.4272103124562141,0.0,0.0,root,0.0
Lainio_3_megahit_metabat_bin-5052,47006,10,36,0.36512360124239457,0.3852274177764541,0.0,0.0,root,0.0
Lainio_3_megahit_metabat_bin-0297,49769,8,30,0.6895858867970022,0.30736000321485263,0.0,0.0,root,0.0
Lainio_3_megahit_metabat_bin-0115,50432,14,56,0.858502538071066,0.43799571700507617,0.0,0.0,root,0.0
Lainio_3_megahit_metabat_bin-2683,32272,9,37,0.7539972731779871,0.4414352999504214,0.0,0.0,root,0.0
Lainio_3_megahit_metabat_bin-1591,10708,3,10,0.43341426970489355,0.4576951811729548,0.0,0.0,root,0.0
Lainio_3_megahit_metabat_bin-2855,29663,1,39,0.963523581566261,0.42780568384856554,0.0,0.0,root,0.0
Lainio_3_megahit_metabat_bin-3188,1980928,61,1967,0.9313665110493667,0.480736301369863,89.84,0.53,o__Actinomycetales,100.0
Lainio_3_megahit_metabat_bin-2679,21014,7,25,0.8194536975349767,0.42985628628533357,0.0,0.0,root,0.0
Lainio_3_megahit_metabat_bin-2528,12704,1,23,0.8454030226700252,0.42427581863979846,0.0,0.0,root,0.0
Lainio_3_megahit_metabat_bin-4328,26261,6,67,0.7787593770229618,0.5369940215528731,0.0,0.0,root,0.0
Lainio_3_megahit_metabat_bin-6372,4202195,547,3496,0.8336657389768919,0.5867676297744393,68.5,3.46,k__Bacteria,100.0
Lainio_3_megahit_metabat_bin-1207,44337,3,17,0.9040530482441301,0.4698784311072017,0.0,0.0,root,0.0
Lainio_3_megahit_metabat_bin-1371,40242,11,42,0.7879827046369465,0.4351920878683962,0.0,0.0,root,0.0
Lainio_3_megahit_metabat_bin-0373,33689,14,24,0.6204102229214283,0.41197423491347324,0.0,0.0,root,0.0
Lainio_3_megahit_metabat_bin-4581,26892,6,27,0.7266845158411424,0.5023798899300908,0.0,0.0,root,0.0
Lainio_3_megahit_metabat_bin-6637,10731,5,12,0.7791445345261392,0.5703103159071848,0.0,0.0,root,0.0
Lainio_3_megahit_metabat_bin-4206,29877,10,21,0.817150316296817,0.6735616025705392,0.0,0.0,root,0.0
Lainio_3_megahit_metabat_bin-5351,38042,14,30,0.5517848693549235,0.40820671888964827,0.0,0.0,root,0.0
Lainio_3_megahit_metabat_bin-5425,10269,3,9,0.6301489921121823,0.6099912357581069,0.0,0.0,root,0.0
Lainio_3_megahit_metabat_bin-6601,64489,8,49,0.7903673494704523,0.566949402223635,0.0,0.0,root,0.0
Lainio_3_megahit_metabat_bin-1051,42595,9,38,0.6585984270454278,0.37124075595727196,0.0,0.0,root,0.0
Lainio_3_megahit_metabat_bin-3501,88529,18,87,0.7519908730472501,0.6189610184233415,1.72,0.0,k__Bacteria,0.0
Lainio_3_megahit_metabat_bin-1663,28961,5,48,0.8262145644142123,0.40057318462760266,0.0,0.0,root,0.0
Lainio_3_megahit_metabat_bin-0976,49904,1,62,0.9287832638666239,0.552120070535428,0.0,0.0,root,0.0
Lainio_3_megahit_metabat_bin-4173,21380,11,20,0.6138914873713751,0.38489242282507014,0.0,0.0,root,0.0
Lainio_3_megahit_metabat_bin-2829,19172,10,20,0.7775401627373253,0.6221573127477571,0.0,0.0,root,0.0
Lainio_3_megahit_metabat_bin-0653,25448,5,21,0.7781751021691292,0.46333700094309965,0.0,0.0,root,0.0
Lainio_3_megahit_metabat_bin-2997,10281,5,22,0.7913627079077911,0.40822877152028014,0.0,0.0,root,0.0
Lainio_3_megahit_metabat_bin-6434,28633,5,28,0.7559459365068277,0.4017741766493207,0.0,0.0,root,0.0
Lainio_3_megahit_metabat_bin-0642,29544,7,33,0.7922420796100731,0.46537367993501216,0.0,0.0,root,0.0
Lainio_3_megahit_metabat_bin-6031,14238,7,14,0.6241045090602613,0.35953083298216043,0.0,0.0,root,0.0
Lainio_3_megahit_metabat_bin-1187,15782,3,36,0.8531238119376505,0.5197693574958814,0.0,0.0,root,0.0
Lainio_3_megahit_metabat_bin-4400,12592,1,23,0.5701238881829733,0.5185832274459975,0.0,0.0,root,0.0
Lainio_3_megahit_metabat_bin-6101,27888,12,35,0.7210628227194492,0.5190045897877223,2.84,0.0,k__Bacteria,0.0
Lainio_3_megahit_metabat_bin-2305,10571,4,9,0.708636836628512,0.40677324756409045,0.29,0.0,k__Archaea,0.0
Lainio_3_megahit_metabat_bin-0447,23737,11,22,0.4763449467076716,0.43501706197076295,0.0,0.0,root,0.0
Lainio_3_megahit_metabat_bin-0244,24429,5,33,0.7686356379712637,0.30819927135781244,0.0,0.0,root,0.0
Lainio_3_megahit_metabat_bin-6087,12093,3,19,0.4557181840734309,0.4192508062515505,0.0,0.0,root,0.0
Lainio_3_megahit_metabat_bin-3252,114760,3,85,0.9318665040083652,0.37156674799581735,0.0,0.0,root,0.0
Lainio_3_megahit_metabat_bin-1561,23016,3,26,0.8450208550573514,0.5089502954466458,0.0,0.0,root,0.0
Lainio_3_megahit_metabat_bin-0872,11055,3,26,0.8377204884667572,0.4302125734961556,0.0,0.0,root,0.0
Lainio_3_megahit_metabat_bin-4837,16169,5,22,0.8972725585997897,0.4233409610983982,0.0,0.0,root,0.0
Lainio_3_megahit_metabat_bin-0801,18379,6,24,0.9015180368899287,0.5793024647695739,0.0,0.0,root,0.0
Lainio_3_megahit_metabat_bin-1722,35332,9,32,0.7522076304766218,0.42021397033850333,0.0,0.0,root,0.0
Lainio_3_megahit_metabat_bin-4308,129918,36,135,0.7422758971043274,0.5244769777859881,0.0,0.0,root,0.0
Lainio_3_megahit_metabat_bin-6115,24578,2,17,0.9535356823175197,0.6159166734477989,0.0,0.0,root,0.0
Lainio_3_megahit_metabat_bin-3566,67174,12,63,0.8227290320659779,0.47833983386429274,0.0,0.0,root,0.0
Lainio_3_megahit_metabat_bin-6340,17858,5,17,0.6889349311233061,0.40183671183783176,0.0,0.0,root,0.0
Lainio_3_megahit_metabat_bin-5629,20867,5,12,0.7337901950448076,0.6108688359610869,0.0,0.0,root,0.0
Lainio_3_megahit_metabat_bin-5152,24423,7,27,0.6570445891168161,0.40895876837407363,0.0,0.0,root,0.0
Lainio_3_megahit_metabat_bin-2077,289204,12,335,0.913452096098256,0.3792824442262209,0.0,0.0,root,0.0
Lainio_3_megahit_metabat_bin-6572,13394,3,5,0.060026877706435715,0.41421532029266833,0.0,0.0,root,0.0
Lainio_3_megahit_metabat_bin-2980,63674,30,55,0.5784778716587619,0.40955492037566354,0.0,0.0,root,0.0
Lainio_3_megahit_metabat_bin-5130,80074,12,78,0.8760521517596224,0.5748432699752729,0.0,0.0,root,0.0
Lainio_3_megahit_metabat_bin-4920,70029,10,122,0.8229447800197062,0.44208827771351866,0.0,0.0,root,0.0
Lainio_3_megahit_metabat_bin-4004,11151,6,15,0.6663976324993274,0.5391444713478611,0.0,0.0,root,0.0
Lainio_3_megahit_metabat_bin-1360,24684,6,34,0.8801652892561983,0.35046994004213256,0.0,0.0,root,0.0
Lainio_3_megahit_metabat_bin-5151,944894,66,1126,0.9181537823290231,0.3836589077716654,0.0,0.0,root,0.0
Lainio_3_megahit_metabat_bin-4211,957105,141,954,0.8774773927625495,0.4798303216470502,68.19,1.47,o__Actinomycetales,100.0
Lainio_3_megahit_metabat_bin-3911,1850473,205,2360,0.8897460270968558,0.38705563388387726,0.0,0.0,root,0.0
Lainio_3_megahit_metabat_bin-5753,27805,3,22,0.8362884373314152,0.3873763711562669,0.0,0.0,root,0.0
Lainio_3_megahit_metabat_bin-4370,12736,2,15,0.3733511306532663,0.5272456030150754,0.0,0.0,root,0.0
Lainio_3_megahit_metabat_bin-0349,11005,3,5,0.598091776465243,0.49940935938209907,0.0,0.0,root,0.0
Lainio_3_megahit_metabat_bin-4147,18641,7,36,0.6665951397457218,0.34349015610750494,0.0,0.0,root,0.0
Lainio_3_megahit_metabat_bin-5939,18971,10,19,0.7093985556902641,0.5816245848927311,0.0,0.0,root,0.0
Lainio_3_megahit_metabat_bin-5790,35613,2,50,0.9278915002948361,0.52977845168899,0.0,0.0,root,0.0
Lainio_3_megahit_metabat_bin-2807,37298,9,60,0.8451123384631883,0.3964555740254169,0.0,0.0,root,0.0
Lainio_3_megahit_metabat_bin-4222,41229,3,31,0.7027577675907735,0.4017803002740789,0.0,0.0,root,0.0
Lainio_3_megahit_metabat_bin-3630,15290,7,20,0.7404839764551995,0.3192936559843035,2.6,0.0,k__Bacteria,0.0
Lainio_3_megahit_metabat_bin-1390,11396,2,14,0.8060723060723061,0.37636012636012633,0.0,0.0,root,0.0
Lainio_3_megahit_metabat_bin-3716,10372,1,19,0.9177593521018126,0.5763594292325491,0.0,0.0,root,0.0
Lainio_3_megahit_metabat_bin-2108,27394,7,48,0.8439074249835731,0.48218588011973423,0.0,0.0,root,0.0
