,length,nb_contigs,nb_proteins,coding_density,GC,completeness,contamination,taxo:checkm,strain_heterogeneity
Orbro_1_megahit_metabat_bin-2262,83864,3,82,0.8957717256510541,0.42435371553944484,0.0,0.0,root,0.0
Orbro_1_megahit_metabat_bin-0123,13330,7,11,0.5734433608402101,0.6382595648912228,0.0,0.0,root,0.0
Orbro_1_megahit_metabat_bin-0754,38182,10,42,0.7916033733172699,0.48512388036247445,0.0,0.0,root,0.0
Orbro_1_megahit_metabat_bin-1158,12162,2,11,0.8004440059200789,0.4397303075152113,0.0,0.0,root,0.0
Orbro_1_megahit_metabat_bin-1591,63870,10,50,0.7305307656176608,0.38943165805542507,0.0,0.0,root,0.0
Orbro_1_megahit_metabat_bin-5024,17623,6,20,0.5011632525676673,0.5329966521023662,0.0,0.0,root,0.0
Orbro_1_megahit_metabat_bin-1715,17719,4,15,0.7561374795417348,0.37648851515322534,0.0,0.0,root,0.0
Orbro_1_megahit_metabat_bin-1460,5018122,140,4288,0.8728089910926837,0.41840333893835185,94.6,4.27,p__Bacteroidetes,66.67
Orbro_1_megahit_metabat_bin-3210,16828,8,17,0.7305681007844069,0.6657951033990968,0.0,0.0,root,0.0
Orbro_1_megahit_metabat_bin-4889,22484,8,16,0.5403842732609856,0.4021971179505426,0.0,0.0,root,0.0
Orbro_1_megahit_metabat_bin-3678,11442,6,12,0.47718930256948083,0.4500087397308163,0.0,0.0,root,0.0
Orbro_1_megahit_metabat_bin-0064,16605,6,14,0.7465221318879856,0.45456187895212286,0.0,0.0,root,0.0
Orbro_1_megahit_metabat_bin-0586,2079991,123,2062,0.9105053819944413,0.6402316163868017,97.44,3.85,k__Bacteria,0.0
Orbro_1_megahit_metabat_bin-4518,17017,6,18,0.843568196509373,0.382793676911324,0.0,0.0,root,0.0
Orbro_1_megahit_metabat_bin-1424,249616,72,244,0.7657802384462534,0.5784284661239664,0.0,0.0,root,0.0
Orbro_1_megahit_metabat_bin-4258,18082,3,16,0.7608671607123105,0.6170777568853003,0.0,0.0,root,0.0
Orbro_1_megahit_metabat_bin-1706,189939,23,163,0.8407751962472162,0.4356977766546102,11.44,0.0,k__Bacteria,0.0
Orbro_1_megahit_metabat_bin-4238,14548,3,11,0.8465081110805609,0.4125653010723123,0.0,0.0,root,0.0
Orbro_1_megahit_metabat_bin-4865,18390,7,22,0.5115823817292007,0.6210440456769983,0.0,0.0,root,0.0
Orbro_1_megahit_metabat_bin-0450,45679,17,50,0.775170209505462,0.36388712537489876,3.61,0.0,k__Bacteria,0.0
Orbro_1_megahit_metabat_bin-1838,43446,11,55,0.8636928601021958,0.35844496616489435,0.0,0.0,root,0.0
Orbro_1_megahit_metabat_bin-1421,76305,12,81,0.8154118340868881,0.5321800668370356,0.0,0.0,root,0.0
Orbro_1_megahit_metabat_bin-2203,37004,19,31,0.6072316506323641,0.3401524159550319,0.0,0.0,root,0.0
Orbro_1_megahit_metabat_bin-1007,23982,4,38,0.5227670753064798,0.5386539904928697,0.0,0.0,root,0.0
Orbro_1_megahit_metabat_bin-1187,96781,6,140,0.8914353023837324,0.34039739205009245,0.0,0.0,root,0.0
Orbro_1_megahit_metabat_bin-0677,25546,11,21,0.5557034369372896,0.3548500743756361,0.0,0.0,root,0.0
Orbro_1_megahit_metabat_bin-1556,434096,173,437,0.7176638347278022,0.5184337105156464,20.22,0.0,k__Bacteria,0.0
Orbro_1_megahit_metabat_bin-1163,13529,5,11,0.6144578313253012,0.4460048784093429,0.0,0.0,root,0.0
Orbro_1_megahit_metabat_bin-1236,10154,1,7,0.8302146937167618,0.5714004333267678,4.17,0.0,root,0.0
Orbro_1_megahit_metabat_bin-3709,22322,7,20,0.6399964160917481,0.7276677717050444,0.0,0.0,root,0.0
Orbro_1_megahit_metabat_bin-4110,12115,6,13,0.8213784564589353,0.49822534048699957,0.0,0.0,root,0.0
Orbro_1_megahit_metabat_bin-3721,79828,27,92,0.7214010121761788,0.4104574835897179,0.0,0.0,root,0.0
Orbro_1_megahit_metabat_bin-2915,40959,16,41,0.6844649527576356,0.44075783100173344,1.72,0.0,k__Bacteria,0.0
Orbro_1_megahit_metabat_bin-4017,57147,22,63,0.8355819203107775,0.6313017306245298,0.0,0.0,root,0.0
Orbro_1_megahit_metabat_bin-0371,43401,20,43,0.6577037395451718,0.3468122854312113,0.0,0.0,root,0.0
Orbro_1_megahit_metabat_bin-3698,46441,20,45,0.6615490622510282,0.4709200921599449,0.0,0.0,root,0.0
Orbro_1_megahit_metabat_bin-1283,16452,2,11,0.6998541210795041,0.41058837831266715,0.0,0.0,root,0.0
Orbro_1_megahit_metabat_bin-1034,10920,6,12,0.5708791208791208,0.6173076923076923,0.0,0.0,root,0.0
Orbro_1_megahit_metabat_bin-3558,34283,19,35,0.4917889332905522,0.6772452819181518,0.0,0.0,root,0.0
Orbro_1_megahit_metabat_bin-3789,18939,8,22,0.8140345319182639,0.6277522572469507,0.0,0.0,root,0.0
Orbro_1_megahit_metabat_bin-0317,19775,8,17,0.2148166877370417,0.4391403286978508,0.0,0.0,root,0.0
Orbro_1_megahit_metabat_bin-3873,36080,18,33,0.616130820399113,0.43666851441241683,8.33,0.0,k__Bacteria,0.0
Orbro_1_megahit_metabat_bin-1216,49739,9,44,0.7436217053016747,0.48080982729849814,0.16,0.0,k__Bacteria,0.0
Orbro_1_megahit_metabat_bin-3617,12849,6,18,0.7216904039224843,0.7080706669779749,0.0,0.0,root,0.0
Orbro_1_megahit_metabat_bin-2633,2826668,286,2862,0.8764117328246543,0.3820544188422553,90.97,3.87,o__Burkholderiales,30.0
Orbro_1_megahit_metabat_bin-0106,10664,3,15,0.7888222055513878,0.6090585146286571,0.0,0.0,root,0.0
Orbro_1_megahit_metabat_bin-2195,14074,2,9,0.15454028705414238,0.34055705556345034,0.0,0.0,root,0.0
Orbro_1_megahit_metabat_bin-2041,28916,11,24,0.7154516530640476,0.41392308756397844,0.0,0.0,root,0.0
Orbro_1_megahit_metabat_bin-4496,24998,12,28,0.689455156412513,0.6664933194655572,0.0,0.0,root,0.0
Orbro_1_megahit_metabat_bin-1905,92623,14,85,0.6328557701650778,0.3316346911674206,5.97,0.46,k__Bacteria,0.0
Orbro_1_megahit_metabat_bin-2879,109930,4,144,0.9415082325115983,0.37576639679796237,0.0,0.0,root,0.0
Orbro_1_megahit_metabat_bin-2723,12215,4,10,0.8389684813753582,0.46737617683176425,0.0,0.0,root,0.0
Orbro_1_megahit_metabat_bin-0404,38030,3,77,0.822534840915067,0.3770707336313437,0.0,0.0,root,0.0
Orbro_1_megahit_metabat_bin-4333,11615,4,10,0.751097718467499,0.473697804563065,0.0,0.0,root,0.0
Orbro_1_megahit_metabat_bin-4012,13513,6,20,0.539924517131651,0.5710056982165322,0.0,0.0,root,0.0
Orbro_1_megahit_metabat_bin-3384,2178222,516,1989,0.7854557524439658,0.5623825303389646,65.69,1.72,k__Bacteria,0.0
Orbro_1_megahit_metabat_bin-4776,11702,6,11,0.7560246111775765,0.5094855580242693,0.0,0.0,root,0.0
Orbro_1_megahit_metabat_bin-0297,17603,5,3,0.09373402260978242,0.5817190251661648,0.0,0.0,root,0.0
Orbro_1_megahit_metabat_bin-0883,37361,18,39,0.7726238591044137,0.6372688097213672,0.0,0.0,root,0.0
Orbro_1_megahit_metabat_bin-3143,44753,8,44,0.6842893213862757,0.5267356378343351,2.68,0.0,k__Archaea,0.0
Orbro_1_megahit_metabat_bin-2513,42531,9,57,0.7867672991465049,0.36965977757400487,0.0,0.0,root,0.0
Orbro_1_megahit_metabat_bin-2930,802258,170,867,0.8148475926696898,0.4402897820900508,4.17,0.0,root,0.0
Orbro_1_megahit_metabat_bin-4535,13088,2,14,0.644101466992665,0.46286674816625917,0.0,0.0,root,0.0
Orbro_1_megahit_metabat_bin-1473,19966,4,17,0.8113793448863067,0.45862967043974756,0.0,0.0,root,0.0
